番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
1456,paṇaccia-,paṇaccía-,踊った,60.000%,3,5,0,pranṛttita-,,
1457,paṇaccira-,paṇaccíra-,踊っている,100.000%,2,2,0,,,
1458,paṇaṭṭha-,paṇáṭṭha-,滅んだ,70.000%,7,10,3,pranaṣṭa-,,
1459,paṇamanta-,paṇamánta-,敬礼しつつある,100.000%,4,4,0,praṇamant-,,
1460,paṇavijja-,paṇavíjja-,敬礼される,100.000%,2,2,0,,,
1461,paṇaveppiṇu,paṇavéppiṇu,敬礼して,100.000%,2,2,0,,,
1462,paṇḍia-,paṇḍía-,知識人,100.000%,2,2,0,paṇḍitá-,,
1463,paṇḍura-,paṇḍúra-,白っぽい,100.000%,3,3,0,pāṇḍura-,,
1464,patta-,pátta-,到達した、獲得した,69.643%,39,56,17,prāpta-,,
1465,patta-,pátta- / pattá-,葉,50.000%,1,2,,páttra-,,
1466,pattia-,pattía-,妻,60.000%,3,5,0,pátnī-,,
1467,pattijja-,pattíjja-,信頼される,100.000%,2,2,0,pratīya-,,
1468,patthiva-,patthíva-,王,83.333%,5,6,1,pā́rthiva-,,
1469,padarisia-,padárisia-,明示された,100.000%,8,8,0,pradarśita-,,
1470,padīsia-,padīsía-,明らかにされた,71.429%,10,14,0,,,
1471,padhāia-,padhā́ia-,逃げた,95.652%,22,23,1,pradhāvita-,,
1472,panti-,pánti-,列,66.667%,4,6,2,paṅkti-,,
1473,pantha-,panthá-,道,100.000%,5,5,0,pánthan-,,
1474,papphullia-,papphullia-,開花した,100.000%,4,4,0,,,
1475,pabbhāra-,pabbhā́ra-,洞窟,100.000%,3,3,0,prāgbhāra-,,
1476,pabhaṇanta-,pabhaṇánta-,言いつつある,100.000%,3,3,0,,,
1477,pamāṇa-,pamā́ṇa-,測り,70.000%,14,20,1,pramāṇa-,,
1478,pamucchia-,pamúcchia- / pamucchía-,気絶した,50.000%,1,2,,,,
1479,pamuha-,pámuha- / pamúha-,対面した,50.000%,1,2,,pramukha-,,
1480,parakkama-,parakkáma-,力,100.000%,2,2,0,parākrama-,,
1481,parajjia-,parájjia- / parajjía-,打ち負かされた,50.000%,2,4,,párājita-,,
1482,paramakkhara-,paramakkhára-,究極の音節,75.000%,3,4,0,paramākṣara-,,
1483,paramattha-,paramáttha-,究極の真実,75.000%,6,8,2,paramārtha-,,
1484,paramappaa-,paramáppaa-,究極の自己,66.667%,2,3,1,paramātman-,,
1485,paramesara-,paramesára-,究極の主,63.830%,30,47,2,parameśvara-,,
1486,parampara-,parampára-,お互い,100.000%,4,4,0,parampara-,,
1487,parammuha-,parámmuha-,敵,100.000%,2,2,0,parāṅmukha-,,
1488,para-,pára-,前の、遠い,100.000%,8,8,0,pára-,,
1489,parāaṇa-,parā́aṇa-,専念している,80.000%,4,5,1,parāyaṇa-,,
1490,parāia-,parā́ia-,到着した,97.959%,48,49,0,párāgata-,,
1491,parāṇia-,parā́ṇia-,到着した,100.000%,3,3,0,,,
1492,parāhava-,parā́hava-,敗北,100.000%,4,4,0,parābhavá-,,
1493,pariañcia-,pariáñcia-,囲まれた,57.143%,4,7,3,paryañcita,,
1494,pariaṇa-,pariáṇa-,お供,83.333%,5,6,1,parijana-,,
1495,pariatta-,pariátta-,覆われた,100.000%,3,3,0,párivṛta-,,
1496,pariaria-,pariária-,囲まれた,100.000%,19,19,0,parikarita-,,
1497,pariala-,parialá-,ぶら下がる,100.000%,2,2,0,paricala-,,
1498,pariosa-,pariósa-,喜び,75.000%,6,8,2,paritoṣa-,,
1499,pariosia-,pariósia-,喜ばされた,80.000%,4,5,1,paritoṣita-,,
1500,parikkhia-,paríkkhia-,監督された,66.667%,2,3,1,parīkṣita-,,
1501,pariggaha-,pariggáha-,取る,100.000%,2,2,0,,,
1502,pariggraha-,paríggraha-,得ること,71.429%,5,7,2,parigrahá-,,
1503,paricaḍḍaṇa-,paricaḍḍáṇa-,乗ること,100.000%,2,2,0,,,
1504,paricaḍḍia-,paricaḍḍía-,乗った,100.000%,3,3,0,,,
1505,paricatta-,paricátta-,捨てられた,60.000%,6,10,4,parityakta-,,
1506,paricumvia-,paricumvía-,熱烈に接吻された,100.000%,3,3,0,paricumbita-,,
1507,pariṭṭhavia-,pariṭṭhávia-,置かれた,100.000%,3,3,0,,,
1508,pariṭṭhia-,pariṭṭhía-,立っている,76.190%,16,21,0,pariṣṭhita-,,
1509,pariṇāma-,pariṇā́ma- / pariṇāmá-,変化,50.000%,1,2,,pariṇāma-,,
1510,pariṇeppiṇu,pariṇéppiṇu,結婚して,100.000%,3,3,0,,,
1511,paritappa-,paritáppa-,熱,100.000%,2,2,0,paritāpa-,,
1512,parituṭṭha-,parituṭṭhá-,とても喜んだ,100.000%,3,3,0,parituṣṭa-,,
1513,paritta-,parítta-,守ること,100.000%,3,3,0,,,
1514,paripālanta-,paripālánta-,守りつつある,100.000%,2,2,0,,,
1515,paripāla-,paripā́la-,守る,100.000%,2,2,0,,,
1516,paripāla-,paripā́la-,守り,100.000%,2,2,0,,,
1517,parippamāṇa-,parippamā́ṇa-,測ること,100.000%,3,3,0,,,
1518,paribbhamanta-,paribbhamánta-,動き回りつつある,100.000%,3,3,0,paribhramant-,,
1519,paribbhama-,paribbhamá-,動き回る,55.556%,5,9,0,paribhrama-,,
1520,paribhamia-,paribhámia-,動き回った,100.000%,2,2,0,,,
1521,parimala-,parimála-,香り,100.000%,5,5,0,parimala-,,
1522,parimāṇa-,parimā́ṇa-,測ること,90.909%,10,11,1,parimā́ṇa-,,
1523,parimālia-,parimā́lia-,取り囲まれた,100.000%,2,2,0,,,
1524,parirakkhaṇa-,parirákkhaṇa-,守ること,50.000%,1,2,,parirakṣaṇa-,,
1525,parivajjia-,parivájjia-,避けられた,100.000%,3,3,0,parivarjita-,,
1526,parivāra-,parivā́ra-,囲み,100.000%,2,2,0,parivāra-,,
1527,parisakka-,parisákka-,行く,100.000%,5,5,0,,,
1528,parisesa-,parisésa-,捨て去る,100.000%,2,2,0,,,
1529,parisesia-,parisésia- / parisesía-,捨て去られた,50.000%,1,2,,,,
1530,parisesivi,parisésivi-,捨て去ってから,75.000%,3,4,1,,,
1531,pariharaṇa-,pariharáṇa-,奪い去ること,66.667%,2,3,0,pariharaṇa-,,
1532,pariharanta-,pariháranta- / pariharánta-,去りつつある,50.000%,1,2,,pariharant-,,
1533,parihara-,parihara-,捨てる、去る,85.714%,6,7,1,parihara-,,
1534,pariharia-,parihária-,捨てられた,100.000%,5,5,0,,,
1535,pariharivi,harihárivi,捨ててから,100.000%,4,4,0,,,
1536,pariharevi,parihárevi,捨ててから,50.000%,4,8,4,,,
1537,parīsaha-,parīsáha-,忍耐,100.000%,3,3,0,pariṣaha-,,
1538,paruṇṇa-,parúṇṇa-,泣いている,100.000%,2,2,0,,,
1539,paroppara-,paraspára-,お互いに,100.000%,5,5,0,paraspara-,,
1540,palāsa-,palā́sa-,パラーシャの木,100.000%,2,2,0,palāśá-,,
1541,palitta-,palítta-,光り輝く,85.000%,17,20,3,pradīpta-,,
1542,paloṭṭaṇa-,paloṭṭáṇa-,転がること,100.000%,2,2,0,,,
1543,paloṭṭa-,palóṭṭa-,転がった,100.000%,2,2,0,,,
1544,paloṭṭia-,palóṭṭia- / paloṭṭía- / paloṭṭiá-,転がされた,33.333%,1,3,,,,
1545,pavajja-,pavájja-,得る,100.000%,2,2,0,prapadya-,,
1546,pavajjia-,pavájjia-,得られた,100.000%,2,2,0,,,
1547,pavañca-,paváñca-,惑い,66.667%,2,3,1,prapañca-,,
1548,pavaṭṭha-,paváṭṭha-,小部屋,100.000%,2,2,0,prakoṣṭha-,,
1549,pavaṇaṅgaa-,pavaṇáṅgaa-,パヴァナンガヤ,100.000%,3,3,0,,,
1550,pavaṇajāa-,pavaṇajā́a-,風の神から生まれた,100.000%,7,7,0,pavanajāta-,,
1551,pavaṇañjaa-,pavaṇañjáa-,風の神,66.667%,8,12,2,pavanañjaya-,,
1552,pavaṇa-,pavaṇa-,風の神,50.000%,7,14,1,pávana-,,
1553,pavaṇāhaa-,pavaṇāháa-,風に打たれた,75.000%,3,4,0,pavanāhata-,,
1554,pavaṇṇa-,paváṇṇa-,具した,77.778%,7,9,2,prapanna-,,
1555,pavara-,pavára-,優れた,71.053%,27,38,0,pravara-,,
1556,pavarāhaa-,pavarā́haa-,無敵のラーガヴァ,100.000%,2,2,0,,,
1557,pavala-,pávala-,強い,57.143%,4,7,3,prabala-,,
1558,pavahanta-,pavahánta-,運びつつある,100.000%,2,2,0,pravahant-,,
1559,pavāsa-,pavā́sa-,出奔,66.667%,2,3,1,pravāsa-,,
1560,pavāha-,pavā́ha-,川、流れ,83.333%,5,6,0,pravāhá-,,
1561,pavitta-,pávitta-,清めること,66.667%,2,3,1,pavítra-,,
1562,pavesa-,pávesa-,入ること,100.000%,2,2,0,praveśa-,,
1563,pavollia-,pavóllia-,攻撃された,72.727%,8,11,3,,,
1564,pavvajja-,pavvájja- / pavvajjá-,前進する,50.000%,1,2,,pravraja-,,
1565,pavvaia-,pavváia-,隠遁した、出家した,93.750%,15,16,1,pravrajita-,,
1566,pasaṅga-,pasáṅga-,愛情,100.000%,2,2,0,prasaṅga-,,
1567,pasaṇṇa-,pasáṇṇa-,美しい,75.000%,3,4,1,prasanna-,,
1568,pasara-,pasára-,範囲、拡大,75.000%,3,4,0,prasara-,,
1569,pasāa-,pasā́a-,慈悲,100.000%,6,6,0,prasāda-,,
1570,pasāria-,pasā́ria-,展開された,100.000%,2,2,0,prasārita-,,
1571,pasāhaṇa-,pásāhaṇa-,成就、道具,38.462%,5,13,8,prasādhana-,,
1572,pasāha-,pasā́ha-,鎮圧する,100.000%,3,3,0,prasādhaya-,,
1573,pasāhia-,pasā́hia-,成就された,66.667%,4,6,1,prasādhita-,,
1574,pasiddha-,pasíddha-,成就した,50.000%,6,12,5,prasiddha-,,
1575,pahañjaṇa-,pahañjáṇa-,風の神プラバンジャナ,90.000%,9,10,0,prabhañjana-,,
1576,paharaṇa-,paharáṇa-,武器,81.818%,27,33,1,praharaṇa-,,
1577,paharanta-,paharánta- / paharantá-,攻撃しつつある,50.000%,2,4,,praharant-,,
1578,pahara-,pahára-,攻撃する,100.000%,2,2,0,prahara-,,
1579,pahara-,páhara-,打つこと,60.000%,3,5,2,prahāra-,,
1580,paharāhaa-,paharāháa-,武器で打たれた,66.667%,2,3,0,,,
1581,paharisia-,pahárisia-,とても喜ばされた,100.000%,2,2,0,praharṣita-,,
1582,pahareva-,paháreva- / paharéva- ,攻撃されるべき,50.000%,1,2,,,,
1583,pahasia-,páhasia-,笑っている,50.000%,2,4,2,prahasita-,,
1584,paha-,páha-,道,100.000%,7,7,0,patha-,,
1585,pahāṇa-,pahā́ṇa-,主要な,100.000%,41,41,0,pradhāna-,,
1586,pahāra-,pahā́ra-,攻撃,66.667%,2,3,1,prahāra-,,
1587,pahāva-,pahā́va-,優れている,100.000%,2,2,0,prabhāvaya-,,
1588,pahā-,páhā-,光,100.000%,7,7,0,prabhā́-,,
1589,pahiṭṭha-,pahíṭṭha- / pahiṭṭhá-,大喜びした,50.000%,1,2,,prahṛṣṭa-,,
1590,pahucca-,páhucca-,出発する,66.667%,2,3,1,,,
1591,pahuttaṇa-,pahuttáṇa-,優越性,100.000%,2,2,0,,,
1592,pahutta-,pahútta- / pahuttá-,多量の,50.000%,1,2,,prabhūta-,,
1593,pahu-,páhu-,主,91.667%,11,12,0,prabhú-,,
1594,pāaḍanta-,pāáḍanta- / pāaḍánta-,現れつつある,50.000%,1,2,,prakaṭant-,,
1595,pāaḍa-,pāáḍa-,明らかな,100.000%,2,2,0,prakaṭa-,,
1596,pāaḍia-,pāáḍia-,公にされた,100.000%,3,3,0,prakaṭita-,,
1597,pāava-,pā́ava-,木,100.000%,4,4,0,pādapa-,,
1598,pāa-,pā́a-,足,100.000%,21,21,0,pāda-,,
1599,pāālalaṅka-,pāālaláṅka-,パーターラランカー,100.000%,4,4,0,,,
1600,pāāla-,pāā́la-,地獄,100.000%,2,2,0,rasātala-,,
1601,pāikka-,pāikká-,歩兵,100.000%,2,2,0,pādika-,,
1602,pāusa-,pā́usa-,雨季,80.000%,4,5,1,prāvṛ́ṣ,,
1603,pāḍa-,pā́ḍa-,落とす,100.000%,3,3,0,pātáya-,,
1604,pāḍia-,pā́ḍia-,落とされた,100.000%,7,7,0,pāpita-,,
1605,pāḍivi,pā́ḍivi,落としてから,100.000%,2,2,0,,,
1606,pāṇakkanta-,pāṇakkánta-,息を切らしつつある,100.000%,2,2,0,,,
1607,pāṇa-,pā́ṇa-,命,100.000%,12,12,0,prāṇá-,,
1608,pāṇia-,pā́ṇia-,水,100.000%,2,2,0,pānīya-,,
1609,pāṇiggahaṇa-,pāṇiggaháṇa-,結婚,100.000%,4,4,0,pāṇigrahaṇa-,,
1610,pāṇiggaha-,pāṇíggaha- / pāṇiggáha-,結婚,50.000%,1,2,,,,
1611,pāṇi-,pā́ṇi-,手,100.000%,8,8,0,pāṇí-,,
1612,pāraṇa-,pā́raṇa- / pāráṇa-,断食後の食事,50.000%,2,4,,pāraṇa-,,
1613,pāraddha-,pāráddha- / pāraddhá-,始めた,50.000%,1,2,,prārabdha-,,
1614,pārambhia-,pārámbhia-,始められた,75.000%,3,4,1,,,
1615,pārāuṭṭha-,pārāúṭṭha-,詠唱,100.000%,2,2,0,,,
1616,pālanta-,pālánta-,守りつつある,100.000%,3,3,0,pālayant-,,
1617,pāla-,pā́la-,守る者,100.000%,7,7,0,pāla-,,
1618,pālia-,pā́lia-,守られた,50.000%,2,4,2,pālita-,,
1619,pāleva-,pāléva-,守られるべき,100.000%,2,2,0,,,
1620,pālevva-,pālévva-,守られるべき,100.000%,2,2,0,,,
1621,pāvaa-,pā́vaa-,山,100.000%,3,3,0,párvata-,,
1622,pāvaṇa-,pāváṇa-,清めること,87.500%,7,8,1,pāvana-,,
1623,pāvanta-,pāvánta-,得つつある,75.000%,3,4,1,,,
1624,pāva-,pā́va-,得る,100.000%,8,8,0,,,
1625,pāva-,pā́va-,悪い,100.000%,5,5,0,pāpá-,,
1626,pāvia-,pā́via-,得られた,100.000%,8,8,0,prāpita-,,
1627,pāvijja-,pāvíjja-,得られた,100.000%,2,2,0,,,
1628,pāsa-,pā́sa-,近く,87.500%,21,24,3,pārśvá-,,
1629,pāsa-,pā́sa-,縄,100.000%,2,2,0,pā́śa-,,
1630,pāsia-,pā́sia-,縛られた,87.500%,7,8,1,pāśita-,,
1631,pianta-,piánta-,飲みつつある,75.000%,3,4,1,píbant-,,
1632,pia-,pía- / piá-,飲む,50.000%,1,2,,píba-,,
1633,pia-,pía-,愛しい,100.000%,13,13,0,priyá-,,
1634,piāmaha-,piāmáha-,父方の祖父,100.000%,2,2,0,pitāmahá-,,
1635,piāra-,piā́ra-,より愛しい,100.000%,9,9,0,priyatara-,,
1636,piñjaria-,piñjária-,赤黄色にされた,100.000%,2,2,0,piñjarita-,,
1637,piṇḍavāsa-,piṇḍavā́sa-,宦官,100.000%,3,3,0,,,
1638,piṇḍa-,piṇḍá-,集団,100.000%,8,8,0,piṇḍa-,,
1639,pīlāvia-,pīlā́via-,傷つけさせられた,100.000%,4,4,0,,,
1640,pīlia-,pī́lia-,攻撃された,100.000%,2,2,0,pīḍita-,,
1641,puṅgama-,puṅgáma-,雄牛,100.000%,2,2,0,puṃgava-,,
1642,puccha-,pucchá-,問う,100.000%,3,3,0,pṛccha-,,
1643,pucchia-,pucchía-,問われた,100.000%,3,3,0,,,
1644,pujja-,pújja- / pujjá-,尊い,50.000%,1,2,,pūjya-,,
1645,pujjia-,pujjía-,供養された,100.000%,4,4,0,pūjita-,,
1646,puñja-,puñjá-,かたまり,66.667%,2,3,0,puñja-,,
1647,puṇu,púṇu,再び,100.000%,8,8,0,púnar,,
1648,puṇḍaria-,puṇḍária-,蓮の花,100.000%,3,3,0,puṇḍárīka-,,
1649,puṇṇāa-,púṇṇāa-,プンナーガ（花）,100.000%,2,2,0,puṃnāga-,,
1650,putta-,pútta-,息子,67.742%,21,31,10,putrá-,,
1651,pupphavaṇa-,pupphaváṇa-,プシュパヴァナ,100.000%,2,2,0,puṣpavana-,,
1652,purandara-,purandára-,プランダラ、インドラ,89.474%,17,19,1,puraṃdará-,,
1653,puravara-,púravara- / puravára-,最上の街,33.333%,2,6,,puravara-,,
1654,pura-,púra-,街,81.250%,13,16,3,pura-,,
1655,purāṇa-,purā́ṇa-,プラーナ文献,100.000%,3,3,0,purāṇá-,,
1656,purisaāra-,purisaā́ra-,人間の行い,100.000%,3,3,0,puruṣakāra-,,
1657,puresara-,puresára-,街の王,100.000%,3,3,0,,,
1658,purau,púrau,目の前に,100.000%,2,2,0,paratas,,
1659,pulinda-,pulínda- / pulindá-,プリンダ族,50.000%,1,2,,pulinda-,,
1660,pulaiaṅga-,pulaiáṅga-,四肢が鳥肌たった,75.000%,3,4,1,,,
1661,puvva-,puvvá-,前の,100.000%,2,2,0,pū́rva-,,
1662,pūraṇa-,pū́raṇa-,満たすこと,66.667%,2,3,1,pūraṇa-,,
1663,pekkheppiṇu,pekkhéppiṇu,見て,100.000%,2,2,0,,,
1664,peccha-,pecchá-,見る,100.000%,6,6,0,prekṣa-,,
1665,pellia-,péllia-,苦しめられた,66.667%,2,3,1,,,
1666,pellivi,péllivi,苦しめてから,100.000%,2,2,0,,,
1667,pesaṇagārī-,pesaṇagā́rī-,尽くしている,100.000%,2,2,0,,,
1668,pesaṇa-,pesáṇa-,送ること,75.000%,6,8,0,preṣaṇa-,,
1669,pesa-,pésa-,送る,100.000%,2,2,0,preṣya-,,
1670,pesia-,pesía-,送られた,80.000%,4,5,0,preṣita-,,
1671,poṭṭala-,poṭṭála-,束,100.000%,5,5,0,poṭala-,,
1672,prahattha-,praháttha-,プラハスタ,100.000%,2,2,0,prahasta-,,
1673,phaṇinda-,phaṇínda-,蛇の王,100.000%,2,2,0,phaṇīndra-,,
1674,phamphāvaa-,phamphā́vaa-,囚われた,100.000%,2,2,0,,,
1675,phala-,phála-,果実、結果,92.857%,13,14,1,phála-,,
1676,phalia-,phália-,結実した,100.000%,2,2,0,phalita-,,
1677,phāḍia-,phā́ḍia-,開かれた,100.000%,4,4,0,sphāṭita-,,
1678,phārakkia-,phārakkía-,盾兵,100.000%,2,2,0,,,
1679,phukkāra-,phúkkāra- / phukkā́ra-,プッという音,50.000%,1,2,,,,
1680,phuṭṭa-,phúṭṭa-,壊す,100.000%,4,4,0,sphuṭa-,,
1681,phuṭṭa-,phúṭṭa-,壊れた,100.000%,5,5,0,sphuṭa-,,
1682,phuranta-,phuránta-,輝きつつある、震えつつある,100.000%,3,3,0,sphuránt-,,
1683,phuriāhara-,phuriāhára-,唇が震えている,80.000%,4,5,1,sphuritādhara-,,
1684,phullandhua-,phullandhúa-,ミツバチ,100.000%,2,2,0,,,
1685,pheṇujjala-,pheṇujjála-,白い泡,100.000%,2,2,0,,,
1686,phoḍia-,phóḍia-,裂けられた,100.000%,2,2,0,sphoṭita-,,
1687,bhaaṅkara-,bhaaṅkára-,恐ろしい,92.683%,38,41,0,bhayaṃkara-,,
1688,bhaa-,bháa-,怖れ,90.000%,18,20,0,bhayá-,,
1689,bhaāvaṇa-,bhaā́vaṇa-,恐ろしい,57.143%,4,7,3,,,
1690,bhaiṇī-,bhaíṇī-,姉妹,100.000%,2,2,0,bhaginī-,,
1691,bhakkhara-,bhákkhara- / bhakkhará-,太陽,50.000%,1,2,,bhāskara-,,
1692,bhakkha-,bhákkha- / bhakkhá-,食べる,50.000%,1,2,,bhakṣáya-,,
1693,bhakkhia-,bhákkhia-,食べられた,100.000%,2,2,0,bhakṣitá-,,
1694,bhagga-,bhágga-,壊された,95.000%,19,20,1,bhagna-,,
1695,bhaṅga-,bháṅga-,曲げること、壊すこと,100.000%,9,9,0,bhaṅgá-,,
1696,bhaṅguraccha-,bhaṅguráccha-,アーチ状の,100.000%,3,3,0,,,
1697,bhajja-,bhájja-,引きつる,100.000%,2,2,0,,,
1698,bhajjā-,bhajjā́-,妻,75.000%,3,4,0,bhāryā̀-,,
1699,bhañjaṇa-,bháñjaṇa-,壊すこと,55.556%,5,9,0,bhañjana-,,
1700,bhañja-,bhañjá-,壊す,80.000%,4,5,0,,,
1701,bhañjesa-,bhañjésa- / bhañjesá-,壊すだろう,50.000%,1,2,,,,
1702,bhaḍa-,bháḍa-,戦士,100.000%,17,17,0,bhaṭa-,,
1703,bhaḍāraa-,bhaḍā́raa-,身分の高い人,100.000%,15,15,0,bhaṭṭāraka-,,
1704,bhaḍārā-,bhaḍā́rā-,身分の高い人,100.000%,16,16,0,bhaṭṭāraka-,,
1705,bhaḍārī-,bhaḍā́rī-,ドゥルガー,100.000%,2,2,0,bhaṭṭārikā-,,
1706,bhaṇanta-,bhaṇánta-,言いつつある,81.250%,13,16,0,bhaṇant-,,
1707,bhaṇa-,bháṇa-,言う,57.143%,4,7,3,bhaṇa-,,
1708,bhaṇia-,bháṇia-,言われた,80.000%,4,5,1,bhaṇita-,,
1709,bhaṇivi,bháṇivi,言ってから,100.000%,2,2,0,,,
1710,bhaṇeppiṇu,bhaṇéppiṇu,言ってから,100.000%,3,3,0,,,
1711,bhaṇeva-,bháṇeva-,言われるべき,100.000%,2,2,0,,,
1712,bhaṇevi,bhaṇévi,言ってから,100.000%,2,2,0,,,
1713,bhaṇḍaṇa-,bháṇḍaṇa-,対立,66.667%,2,3,1,bhaṇḍana-,,
1714,bhaṇḍa-,bháṇḍa-,つぼ,100.000%,3,3,0,bhāṇḍa-,,
1715,bhatta-,bhátta-,信者,63.636%,7,11,4,bhaktá-,,
1716,bhattāra-,bhattā́ra-,夫,100.000%,6,6,0,bhátṛ-,,
1717,bhattivanta-,bhattivánta-,信愛をもつ,100.000%,2,2,0,bhaktivant-,,
1718,bhanta-,bhánta-,まどった,100.000%,2,2,0,bhrānta-,,
1719,bhanti-,bhánti-,惑い、誤り,83.333%,5,6,1,bhrānti-,,
1720,bhamanta-,bhamanta-,うろつきつつある,87.500%,7,8,1,bhramant-,,
1721,bhamara-,bhamára-,ミツバチ,60.000%,3,5,0,bhramara-,,
1722,bhama-,bhamá-,うろつく,66.667%,2,3,0,bhrama-,,
1723,bhamāḍia-,bhamā́ḍia-,うろつかされた,100.000%,3,3,0,bhramita-,,
1724,bhamia-,bhámia-,うろついた,75.000%,3,4,1,,,
1725,bharatesara-,bharatesára-,バラタ王,66.667%,2,3,1,bharateśvara-,,
1726,bharatesa-,bharatesá-,バラタ王,100.000%,2,2,0,bharateśa-,,
1727,bhara-,bhára-,荷物,93.750%,15,16,1,bhára-,,
1728,bhara-,bhára-,担う,100.000%,2,2,0,bhára-,,
1729,bharia-,bhária-,満たされた、になわれた,86.207%,25,29,4,bhṛta-,,
1730,bhalla-,bhálla-,良い,66.667%,2,3,1,bhadrá-,,
1731,bhavaṇa-,bhavaṇa-,存在、居住所,79.167%,19,24,0,bhavana-,,
1732,bhavantara-,bhavántara-,他生,57.143%,4,7,3,bhavāntara-,,
1733,bhava-,bháva-,世界、存在,66.667%,2,3,1,bhavá-,,
1734,bhavva-,bhávva-,美しい,100.000%,3,3,0,bhávva-,,
1735,bhasala-,bhasála-,ミツバチ,100.000%,5,5,0,,,
1736,bhāaṇa-,bhā́aṇa- / bhāáṇa-,食器,37.500%,3,8,,bhā́jana-,,
1737,bhāara-,bhāára-,兄弟,60.000%,6,10,0,bhrā́tṛ-,,
1738,bhāa-,bhā́a-,部分,100.000%,7,7,0,bhāgá-,,
1739,bhāa-,bhā́a-,兄弟,100.000%,6,6,0,bhrā́tṛ-,,
1740,bhāa-,bhā́a-,生起、状態,100.000%,6,6,0,bhāvá-,,
1741,bhāṇukaṇṇa-,bhāṇukáṇṇa-,バーヌカルナ,100.000%,4,4,0,bhānukarṇa-,,
1742,bhāṇu-,bhā́ṇu-,太陽,100.000%,4,4,0,bhānú,,
1743,bhāmaṇḍala-,bhāmaṇḍála-,太陽,57.143%,12,21,1,,,
1744,bhāma-,bhā́ma-,回す,100.000%,2,2,0,bhrāmaya-,,
1745,bhāmia-,bhā́mia-,回された,100.000%,2,2,0,bhrāmita-,,
1746,bhāra-,bhā́ra-,重荷,100.000%,5,5,0,bhārá-,,
1747,bhāla-,bhā́la-,額,75.000%,3,4,1,bhāla-,,
1748,bhāvaṇa-,bhā́vaṇa-,存在させること,100.000%,2,2,0,bhāvana-,,
1749,bhāvanta-,bhā́vanta-,好まれつつある,100.000%,2,2,0,bhāvayant-,,
1750,bhāva-,bhā́va-,現れさせる,100.000%,2,2,0,bhāvaya-,,
1751,bhāva-,bhā́va-,輝く、好ましい,100.000%,7,7,0,bhā́-,,
1752,bhāva-,bhā́va-,生起、状態,100.000%,17,17,0,bhāvá-,,
1753,bhāvia-,bhā́via-,生まされた,100.000%,3,3,0,bhāvita-,,
1754,bhāviṇī-,bhāvíṇī-,バーヴィニー,100.000%,4,4,0,bhāvinī-,,
1755,bhāsa-,bhā́sa-,言う,100.000%,3,3,0,bhā́ṣa-,,
1756,bhāsia-,bhā́sia-,言われた,100.000%,7,7,0,bhāṣita-,,
1757,bhāsura-,bhāsúra-,光り輝く、恐ろしい,50.000%,6,12,2,bhāsvará-,,
1758,bhiccattaṇa-,bhiccattáṇa-,仕事,100.000%,2,2,0,bhṛtyatva-,,
1759,bhicca-,bhícca-,家来,100.000%,6,6,0,bhṛtya-,,
1760,bhijjanta-,bhíjjanta-,分かれつつある,100.000%,2,2,0,,,
1761,bhijja-,bhíjja-,分かれる,100.000%,3,3,0,bhidya-,,
1762,bhiḍanta-,bhiḍánta-,会いつつある,100.000%,2,2,0,,,
1763,bhiḍa-,bhiḍá-,会う、会戦する,100.000%,3,3,0,,,
1764,bhiḍia-,bhiḍía-,衝突した,100.000%,9,9,0,,,
1765,bhiṇṇa-,bhíṇṇa,それぞれ、裂かれた,86.364%,19,22,3,bhinná-,,
1766,bhinda-,bhínda-,分ける,100.000%,3,3,0,,,
1767,bhimbhala-,bhimbhála-,動揺している,100.000%,3,3,0,vihvala-,,
1768,bhīa-,bhī́a-,怯えた,83.333%,5,6,1,bhītá-,,
1769,bhīmakāa-,bhīmakā́a-,ビーマカーヤ,100.000%,3,3,0,bhīmakāya-,,
1770,bhīsaṇa-,bhīsáṇa-,恐ろしい,59.259%,16,27,1,bhīṣaṇa-,,
1771,bhīsa-,bhī́sa-,恐ろしい,100.000%,2,2,0,,,
1772,bhīsāvaṇa-,bhīsā́vaṇa-,怖がらせること,72.727%,8,11,3,,,
1773,bhuaṅgama-,bhuáṅgama-,蛇,66.667%,4,6,2,bhujaṃga-,,
1774,bhuaṅga-,bhuáṅga-,蛇,80.000%,4,5,1,bhujaṃga-,,
1775,bhuajuala-,bhuajuála-,両腕,100.000%,2,2,0,*bhujayugala-,,
1776,bhua-,bhúa-,腕,97.222%,35,36,1,bhuja-,,
1777,bhuñjanta-,bhuñjánta-,食べつつある,85.714%,6,7,1,bhuñjant-,,
1778,bhuñja-,bhuñjá-,食事する,62.500%,5,8,0,,,
1779,bhuñjāva-,bhuñjā́va-,食べさせる,100.000%,3,3,0,,,
1780,bhuñjāvia-,bhuñjā́via-,食べさせられた,100.000%,2,2,0,,,
1781,bhuñjeva-,bhuñjéva-,食べられるべき,100.000%,2,2,0,,,
1782,bhutta-,bhútta-,享受された,92.857%,13,14,1,bhukta-,,
1783,bhulla-,bhullá-,忘れられた,100.000%,2,2,0,,,
1784,bhuvaṇaala-,bhuváṇaala-,地表,100.000%,2,2,0,bhuvanatala-,,
1785,bhuvaṇantara-,bhuváṇantara- / bhuvaṇántara- / bhuvaṇantára-,世界の内側,33.333%,1,3,,,,
