番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
2162,loaṇa-,loáṇa-,目,58.824%,10,17,0,locana-,,
2163,loaṇia-,loáṇia-,目の,100.000%,2,2,0,,,
2164,loa-,lóa-,人々,100.000%,23,23,0,loká-,,
2165,loṭṭa-,lóṭṭa- / loṭṭá-,転がる,50.000%,1,2,,luṭa-,,
2166,loṭṭāvaṇa-,loṭṭā́vaṇa-,転がすこと,100.000%,2,2,0,,,
2167,lhasia-,lhásia-,滑落した,100.000%,2,2,0,srasta-,,
2168,vaaṇa-,váaṇa-,言葉,82.609%,19,23,4,vacaná-,,
2169,vaaṇa-,váaṇa-,顔、口,81.967%,50,61,11,vádana-,,
2170,vaaṇia-,váaṇia-,言われた,100.000%,5,5,0,,,
2171,vaaṇubbhaḍa-,vaaṇubbháḍa-,恐ろしい顔を持つ,100.000%,2,2,0,,,
2172,vaa-,váa-,誓い,100.000%,3,3,0,vratá-,,
2173,vaiṭṭha-,váiṭṭha-,定住した,66.667%,2,3,1,,,
2174,vaidehī-,vaidéhī- / vaidehī́-,ヴァイデーヒー（シーター）,50.000%,1,2,,vaidehī́-,,
2175,vairi-,váiri-,敵,100.000%,4,4,0,vairin-,,
2176,vaisarivi,váisarivi / vaisárivi,座ってから,50.000%,2,4,,,,
2177,vaisavaṇa-,vaisávaṇa-,クベーラ,66.667%,2,3,1,vaiśravaṇá-,,
2178,vaisāṇara-,vaisāṇára-,アグニ,83.333%,5,6,0,vaiśvānará-,,
2179,vaisāria-,vaisā́ria-,近くに座らされた,66.667%,4,6,0,,,
2180,vakka-,vakká-,言葉,66.667%,2,3,0,vākya-,,
2181,vaṅka-,váṅka-,曲がった,66.667%,2,3,1,vakrá-,,
2182,vaṅkia-,vaṅkía-,鎮められた,100.000%,4,4,0,,,
2183,vacchaala-,vacchaála-,胸,100.000%,4,4,0,,,
2184,vacchatthala-,vacchatthála-,胸,100.000%,6,6,0,vakṣaḥsthala-,,
2185,vacchala-,vacchála-,愛情深い,71.429%,5,7,1,vatsala-,,
2186,vaccha-,vacchá-,子牛、愛しい人,66.667%,2,3,0,vatsá-,,
2187,vaccha-,váccha-,胸,66.667%,2,3,1,vákṣas-,,
2188,vajjajaṅgha-,vajjajáṅgha-,ヴァジュラジャンガ,100.000%,4,4,0,vajrajaṅgha-,,
2189,vajjaṇakka-,vajjaṇákka-,ヴァジュラナクラ,100.000%,2,2,0,vajjaṇakra-,,
2190,vajjanta-,vajjánta-,放棄しつつある,100.000%,2,2,0,,,
2191,vajjaria-,vajjária-,言われた,100.000%,4,4,0,,,
2192,vajja-,vájja-,響かせる、歌う,80.000%,4,5,1,,,
2193,vajja-,vájja-,音,100.000%,3,3,0,vā́dya-,,
2194,vajja-,vájja-,ヴァジュラ、雷、金剛,83.333%,5,6,1,vájra-,,
2195,vajjāvatta-,vajjāvattá-,ヴァジュラをもつ,66.667%,2,3,0,,,
2196,vajjāsaṇi-,vajjā́saṇi- / vajjāsáṇi-,インドラのヴァジュラ,50.000%,2,4,,,,
2197,vajjia-,vájjia-,放棄された,85.714%,6,7,1,varjita-,,
2198,vajjia-,vájjia-,演奏された,100.000%,2,2,0,vādita-,,
2199,vajjoara-,vajjóara- / vajjoára-,ヴァジュローダラ,40.000%,2,5,,vajrodara-,,
2200,vajjha-,vájjha- / vajjhá-,殺されるべき,50.000%,1,2,,vádhya-,,
2201,vañca-,vañcá-,望む,60.000%,3,5,0,vāñcha-,,
2202,vañcia-,váñcia-,望まれた,100.000%,4,4,0,vāñchita-,,
2203,vaṭṭa-,váṭṭa-,いる、住む,100.000%,2,2,0,várta-,,
2204,vaṭṭa-,váṭṭa- / vaṭṭá-,道,50.000%,1,2,,vártman-,,
2205,vaḍḍattaṇa-,vaḍḍáttaṇa-,偉大性,100.000%,2,2,0,,,
2206,vaḍḍa-,váḍḍa-,大きな,100.000%,2,2,0,vaḍra-,,
2207,vaḍḍāra-,vaḍḍā́ra-,非常に大きい,100.000%,2,2,0,,,
2208,vaḍḍhia-,váḍḍhia- / vaḍḍhía-,増大した,50.000%,3,6,,vṛddhá-,,
2209,vaṇaara-,vaṇaára-,森の生き物,100.000%,2,2,0,vanacara-,,
2210,vaṇantara-,vaṇantára-,森の内側,60.000%,3,5,0,vanāntara-,,
2211,vaṇamāla-,vaṇamā́la-,ヴァナマーラー,80.000%,4,5,1,vanamālā-,,
2212,vaṇavāsa-,vaṇavāsá-,森の居所,60.000%,3,5,0,vanavāsa-,,
2213,vaṇassai-,vaṇássai-,森の木,75.000%,3,4,1,vánaspáti-,,
2214,vaṇa-,váṇa-,森,100.000%,31,31,0,vána-,,
2215,vaṇa-,váṇa-,傷,100.000%,2,2,0,vraṇa-,,
2216,vaṇivara-,vaṇivára-,最上の商人,100.000%,2,2,0,,,
2217,vaṇṇa-,váṇṇa-,色,60.000%,6,10,4,várṇa-,,
2218,vaṇṇijja-,vaṇṇíjja-,説明される,66.667%,2,3,1,,,
2219,vaṇṇujjala-,vaṇṇujjála-,輝く色を持つ,75.000%,3,4,1,,,
2220,vatta-,vátta-,知らせ,100.000%,6,6,0,vārttā-,,
2221,vatta-,vátta-,到達した、満たされた,100.000%,3,3,0,vyāpta-,,
2222,vattha-,váttha-,衣服,100.000%,4,4,0,vastra-,,
2223,vaddhamāṇa-,vaddhámāṇa-,増大しつつある,100.000%,2,2,0,várdhamāna-,,
2224,vaddha-,vaddha-,縛られた,57.143%,4,7,3,baddhá-,,
2225,vaddhāmarisa-,vaddhāmárisa-,怒りを抑えた,100.000%,3,3,0,,,
2226,vaddhāvaṇa-,vaddhāváṇa-,増大させること,85.714%,6,7,0,vardhāpana-,,
2227,vanta-,vánta-,〜を持った,76.471%,13,17,4,,,
2228,vandaṇa-,vándaṇa-,賞賛すること,66.667%,4,6,2,vándana-,,
2229,vanda-,vandá-,讃える,66.667%,2,3,0,vánda-,,
2230,vanda-,vánda-,集団,83.333%,5,6,1,vṛndá-,,
2231,vandia-,vándia-,讃えられた,100.000%,5,5,0,vanditá-,,
2232,vandigga-,vandígga-,占領,100.000%,2,2,0,,,
2233,vandivi,vandívi,讃えてから,66.667%,2,3,0,,,
2234,vandhaṇa-,vandháṇa-,縛ること,80.000%,4,5,0,bándhana-,,
2235,vandhava-,vándhava- / vandháva-,親族,50.000%,1,2,,bāndhava-,,
2236,vandha-,vándha-,縛る,100.000%,2,2,0,,,
2237,vandha-,vándha-,縛ること,70.000%,7,10,3,bandhá-,,
2238,vandhāvivi,vandhā́vivi,繋がせて,100.000%,2,2,0,,,
2239,vandhujaṇa-,vandhujáṇa-,親戚,100.000%,9,9,0,bandhujana-,,
2240,vappa-,váppa-,父親,100.000%,5,5,0,vaptṛ-,,
2241,vamāla-,vamā́la-,響、音,93.750%,15,16,1,,,
2242,vamālia-,vamā́lia-,響かされた,100.000%,7,7,0,,,
2243,vambhaṇa-,vambháṇa-,バラモン,100.000%,4,4,0,brāhmaṇá-,,
2244,varaṅgaṇa-,varaṅgáṇa-,美女,100.000%,7,7,0,varāṅganā-,,
2245,varaṇa-,váraṇa-,縛ること,100.000%,2,2,0,,,
2246,vara-,vára-,最上の,100.000%,18,18,0,vára-,,
2247,vara-,vára-,望む、選ぶ,100.000%,2,2,0,,,
2248,vara-,vára-,後の,100.000%,2,2,0,pára-,,
2249,varāa-,varā́a-,惨めな,100.000%,2,2,0,varāka-,,
2250,varia-,vária-,選ばれた,66.667%,2,3,1,vṛtá-,,
2251,variṭṭha-,varíṭṭha-,最も優れた,100.000%,7,7,0,váriṣṭha-,,
2252,varisa-,várisa-,雨,100.000%,5,5,0,varṣá-,,
2253,varisia-,várisia-,雨が降った,100.000%,2,2,0,varṣita-,,
2254,vari,vári,さて,100.000%,2,2,0,,,
2255,varuṇa-,váruṇa-,ヴァルナ,85.714%,6,7,1,váruṇa-,,
2256,varaitta-,varaítta-,夫,66.667%,2,3,1,varayitṛ-,,
2257,valaeva-,valadéva-,バラデーヴァ,100.000%,8,8,0,baladeva-,,
2258,valagga-,valágga-,登る,100.000%,3,3,0,,,
2259,valagga-,valágga-,登った,72.727%,8,11,1,,,
2260,valanta-,válanta- / valánta- ,向きを変えつつある,50.000%,1,2,,valant-,,
2261,valavanta-,valavánta-,力のある,80.000%,4,5,1,bálavant-,,
2262,valahadda-,valahádda-,バラバッドラ,80.000%,8,10,2,balabhadra-,,
2263,vala-,vála-,力、軍勢,94.643%,53,56,3,bala-,,
2264,vala-,vála-,バラ,100.000%,15,15,0,bala-,,
2265,vala-,vála-,向きを変える,100.000%,3,3,0,vala-,,
2266,valia-,vália-,燃えた,100.000%,2,2,0,jvalita-,,
2267,valia-,vália-,より強い,100.000%,2,2,0,bálīyas-,,
2268,valia-,vália-,力のある,80.000%,4,5,1,,,
2269,valia-,vália-,向きを変えた,100.000%,8,8,0,valita-,,
2270,vallaha-,valláha-,夫,80.000%,4,5,0,vallabha-,,
2271,vasantamālā-,vasantamā́lā-,ヴァサンタマーラー,100.000%,2,2,0,,,
2272,vasa-,vása-,住む,100.000%,4,4,0,vása-,,
2273,vasa-,vása-,意思、力,100.000%,4,4,0,vása-,,
2274,vasikarevi,vasikárevi / vasikarévi,服従してから,50.000%,1,2,,,,
2275,vasikia-,vasikía-,従属させられた,100.000%,5,5,0,vaśīkṛta-,,
2276,vasuṇanda-,vasuṇandá-,ヴァスナンダ,100.000%,2,2,0,,,
2277,vasundhara-,vasundhára-,ヴァスンダラ,100.000%,13,13,0,vasundhara-,,
2278,vahanta-,váhanta- / vahánta-,殺しつつある,50.000%,1,2,,vadhant-,,
2279,vahanta-,vahánta-,運びつつある,77.778%,7,9,0,váhant-,,
2280,vahala-,vahála-,繋げられた,60.000%,3,5,1,vahalá-,,
2281,vaha-,váha-,担う,100.000%,3,3,0,váha-,,
2282,vaha-,váha-,殺すこと、死,100.000%,4,4,0,vadhá-,,
2283,vaha-,váha-,道,100.000%,4,4,0,patha-,,
2284,vahia-,váhia-,殺された,100.000%,2,2,0,,,
2285,vahiṇī-,vahíṇī-,姉妹,100.000%,2,2,0,bhaginī-,,
2286,vahula-,vahúla- / vahulá-,豊富な,50.000%,1,2,,bahulá-,,
2287,vahu-,váhu-,若い女性,100.000%,4,4,0,vadhu,,
2288,vaṃsa-,váṃsa-,竹節、系譜,72.727%,8,11,3,vaṃśá-,,
2289,vāaṇa-,vā́aṇa- / vāáṇa-,奏者,50.000%,1,2,,vādana-,,
2290,vāava-,vā́ava-,ヴァーヤヴァ（矢の一種）,100.000%,4,4,0,vāyava-,,
2291,vāa-,vā́a-,声、言葉,100.000%,17,17,0,vāda- / vā́c-,,
2292,vāa-,vā́a-,風,100.000%,4,4,0,vā́ta-,,
2293,vāia-,vā́ia-,演奏された,66.667%,2,3,1,vādita-,,
2294,vāīsara-,vāī́sara- / vāīsára-,ヴァーギーシュヴァラ,50.000%,1,2,,vāgīśvara-,,
2295,vāṇara-,vāṇára-,猿,71.429%,5,7,1,vānara-,,
2296,vāṇa-,vā́ṇa-,矢,100.000%,19,19,0,bāṇá- / bā́ṇa-,,
2297,vāṇia-,vā́ṇia- / vāṇía-,飲まれるべき、水,50.000%,1,2,,pānīya-,,
2298,vāṇī-,vā́ṇī-,声,100.000%,7,7,0,vā́ṇī-,,
2299,vāmaṇa-,vāmáṇa-,ちっぽけな,100.000%,3,3,0,vāmaná-,,
2300,vāraṇa-,vāráṇa-,象,56.250%,9,16,0,vāraṇá-,,
2301,vāravāra,vāravā́ra,繰り返し,100.000%,4,4,0,,,
2302,vāraha-,vā́raha- / vārahá-,十二,50.000%,1,2,,dvādaśá-,,
2303,vāra-,vā́ra-,日、度,100.000%,8,8,0,vāra-,,
2304,vāra-,vā́ra-,門,100.000%,8,8,0,dvā́ra-,,
2305,vāruṇattha-,vāruṇáttha-,ヴァルナの矢,100.000%,3,3,0,,,
2306,vāruṇa-,vā́ruṇa-,ヴァルナに関する,100.000%,3,3,0,vāruṇá-,,
2307,vālakkīlā-,vālakkī́lā-,子供の遊び,100.000%,2,2,0,bālakrīḍā-,,
2308,vāla-,vā́la-,子供,100.000%,2,2,0,bāla-,,
2309,vāla-,vā́la-,少女,100.000%,5,5,0,bālā-,,
2310,vālia-,vā́lia-,回された,100.000%,2,2,0,,,
2311,vāvaranta-,vāvaránta-,使いつつある,100.000%,2,2,0,,,
2312,vāvara-,vāvára-,使う,100.000%,3,3,0,,,
2313,vāsaṇa-,vā́saṇa-,衣服,100.000%,2,2,0,vāsana-,,
2314,vāsara-,vāsára-,日,66.667%,2,3,0,vāsará-,,
2315,vāsava-,vāsáva-,ヴァスの息子,66.667%,2,3,0,vāsavá-,,
2316,vāsa-,vā́sa-,すみか,87.500%,7,8,1,vāsá-,,
2317,vāsia-,vāsía-,香った、住んだ,66.667%,2,3,0,vāsita-,,
2318,vāhaṇa-,vā́haṇa-,乗り物、車,88.235%,15,17,2,vā́hana-,,
2319,vāha-,vā́ha-,腕,100.000%,20,20,0,bāhú-,,
2320,vāha-,vā́ha-,動かす,100.000%,3,3,0,vāhaya-,,
2321,vāha-,vā́ha-,担う者,100.000%,2,2,0,vāha-,,
2322,vāhia-,vā́hia- / vāhía-,進まされた,50.000%,1,2,,vāhita-,,
2323,vāhiṇī-,vā́hiṇī- / vāhíṇī-,軍勢,50.000%,1,2,,vāhínī-,,
2324,vāhira-,vāhíra- / vāhirá-,外の,50.000%,1,2,0,bahís-,,
2325,vāhuttāsia-,vāhuttā́sia- / vāhuttāsía-,追い払われた,50.000%,1,2,,,,
2326,vāhuvali-,vāhuváli-,バーフバリ,100.000%,4,4,0,bāhubalín-,,
2327,vāhuvalīsara-,vāhuvalīsára-,バーフバリ王,66.667%,4,6,2,,,
2328,viakkhaṇa-,viákkhaṇa-,非常に賢い,75.000%,6,8,2,vicakṣaṇá-,,
2329,viaḍḍha-,viáḍḍha-,賢い,100.000%,3,3,0,vídagdha-,,
2330,viambhia-,viámbhia-,あくびをした,100.000%,5,5,0,vijṛmbhita-,,
2331,viāraṇa-,viāráṇa-,引き裂くこと,83.333%,5,6,1,vidāraṇa-,,
2332,viāra-,viā́ra-,疑い、誘惑,90.000%,9,10,1,vicāra-,,
2333,viāra-,viā́ra-,引き裂くこと,100.000%,7,7,0,vidāra-,,
2334,viāria-,viā́ria-,引き裂かれた,100.000%,4,4,0,vidārita-,,
2335,viāvaḍa-,viāváḍa-,忙しい,100.000%,3,3,0,vyāpṛta-,,
2336,viula-,viúla-,大きな,83.333%,5,6,1,vipula-,,
2337,vioa-,vióa-,離別,100.000%,9,9,0,viyoga-,,
2338,vioia-,vióia-,連結を外された,100.000%,2,2,0,viyojiita-,,
2339,vikarāla-,vikarā́la-,非常に恐ろしい,100.000%,2,2,0,,,
2340,vikkhāa-,vikkhā́a-,有名な,100.000%,10,10,0,vikhyāta-,,
2341,vikkhiṇṇa-,vikkhíṇṇa- / vikkhiṇṇá-,長い、下降した,50.000%,1,2,,,,
2342,vikkhira-,vikkhirá-,撒き散らす,100.000%,2,2,0,,,
2343,viggaha-,viggáha-,戦い,60.000%,6,10,0,viggaha-,,
2344,viggha-,víggha-,障害,100.000%,3,3,0,vighna-,,
2345,vicitta-,vícitta- / vicítta-,多彩な,50.000%,5,10,,vicitra-,,
2346,vicchaḍḍa-,vicchaḍḍá-,繁栄,100.000%,2,2,0,,,
2347,vicchāa-,vicchā́a-,影のない,75.000%,3,4,1,,,
2348,vicchāia-,vicchā́ia-,影のない,100.000%,2,2,0,,,
2349,vicchoia-,vicchóia-,残された,100.000%,4,4,0,,,
2350,vijaasīha-,vijaasī́ha-,ヴィジャヤシンハ,100.000%,3,3,0,vijayasiṃha-,,
2351,vijjāvanta-,vijjāvánta-,知識人,50.000%,1,2,1,vidyāvant-,,
2352,vijjāhara-,vijjāhára-,ヴィディヤーダラ,84.375%,27,32,3,vidyādhara-,,
2353,vijjā-,víjjā-,知識,66.667%,2,3,1,vidyā́-,,
2354,vijjijjamāṇa-,vijjijjámāṇa-,煽がれつつある,100.000%,2,2,0,vīdhyamāna-,,
2355,vijjujīha-,vijjujī́ha-,ヴィデュッジフヴァ（羅刹の名）,100.000%,2,2,0,vidyujjihva-,,
2356,vijjulavāhaṇa-,vijjulavāháṇa-,輝く乗り物,100.000%,3,3,0,,,
2357,vijjula-,vijjúla- / vijjulá-,稲妻,50.000%,1,2,,,,
2358,vijjha-,víjjha-,傷つける,100.000%,2,2,0,vídhya-,,
2359,viñjhāhivai-,viñjhāhivái-,ヴィンディヤの王,100.000%,2,2,0,,,
2360,viñjhairi-,viñjháiri-,ヴィンディヤ山脈,66.667%,2,3,1,vindhyagiri,,
2361,viṭṭala-,viṭṭála-,害された,100.000%,3,3,0,,,
2362,viḍhatta-,viḍhátta- / viḍhattá-,得られた,50.000%,1,2,,,,
2363,viṇāsaara-,viṇāsaára-,滅びをもたらす,100.000%,2,2,0,,,
2364,viṇāsaṇa-,viṇā́saṇa-,滅び,60.000%,3,5,2,vināśana-,,
2365,viṇāsa-,viṇā́sa-,滅び,100.000%,17,17,0,vināśa-,,
2366,viṇāsia-,viṇā́sia- / viṇāsía-,滅ぼされた,50.000%,4,8,,vināśita-,,
2367,viṇiggaa-,viṇiggáa-,居住している,75.000%,6,8,1,vinirgata-,,
2368,viṇibhiṇṇa-,viṇibhíṇṇa-,裂かれた,100.000%,3,3,0,,,
2369,viṇivāia-,viṇivā́ia-,殺された,100.000%,9,9,0,vinipātita-,,
2370,viṇivāraṇa-,viṇivā́raṇa-,抑制,100.000%,4,4,0,vinivāraṇa-,,
2371,viṇivāra-,viṇivā́ra-,抑制,100.000%,4,4,0,,,
2372,viṇīa-,viṇī́a-,連れられた、馴らされた,66.667%,2,3,1,vinīta-,,
2373,viṇoa-,viṇóa-,気晴らし,100.000%,2,2,0,vinoda-,,
2374,viṇṇava-,viṇṇavá-,教える、頼む,66.667%,2,3,0,vijñāpaya-,,
2375,viṇṇāsa-,viṇṇā́sa-,見せること,100.000%,3,3,0,vinyāsa-,,
2376,viṇṇāsa-,viṇṇā́sa-,置く,100.000%,2,2,0,,,
2377,vitta-,vítta- / vittá-,財産,50.000%,1,2,,vittá-,,
2378,vitthaa-,vittháa-,広げられた,100.000%,2,2,0,vistṛta-,,
2379,vitthara-,vitthára-,散らばり、広がり,57.143%,8,14,5,vistara-,,
2380,vittharia-,vitthária-,散らされた,83.333%,5,6,1,,,
2381,vitthāra-,vitthā́ra-,範囲,100.000%,3,3,0,vistāra-,,
2382,vitthiṇṇa-,vitthíṇṇa-,拡張された,75.000%,3,4,1,vistīrṇa-,,
2383,viddāṇa-,viddā́ṇa-,青白い,100.000%,8,8,0,vidrāṇa-,,
2384,viddhaṃsaṇa-,viddhaṃsáṇa-,破壊,100.000%,3,3,0,vidhvaṃsana-,,
2385,viddhaṃsia-,viddhaṃsía-,破壊された,100.000%,6,6,0,,,
2386,viddha-,vídhha- / viddhá-,年長の、成長した,50.000%,1,2,,vṛddhá-,,
2387,viddha-,viddhá- / viddhá-,貫かれた,50.000%,2,4,,viddhá-,,
2388,viddhi-,víddhi-,増大,100.000%,3,3,0,vṛ́ddhi-,,
2389,vinda-,vínda-,集団,78.947%,15,19,4,vṛndá-,,
2390,vipphuranta-,vipphuránta-,開く、現れる,60.000%,6,10,2,visphurant-,,
2391,vipphuria-,vipphuría-,揺れ動かされた,80.000%,4,5,0,visphurita-,,
2392,vipphuriāṇaṇa-,vipphuriāṇáṇa-,口を膨らませた,100.000%,3,3,0,,,
2393,vipphuriāhara-,vipphuriāhára-,震える唇を持つ,66.667%,2,3,0,visphuritādhara-,,
2394,vibbhama-,vibbhamá-,彷徨うこと,100.000%,2,2,0,vibhrama-,,
2395,vibbhāḍaṇa-,vibbhā́ḍaṇa-,壊すこと,100.000%,2,2,0,,,
2396,vimaddaṇa-,vimaddáṇa-,滅亡,100.000%,4,4,0,vimardana-,,
2397,vimadda-,vimádda- / vimaddá-,戦い,50.000%,1,2,,vimarda-,,
2398,vimala-,vimála-,純粋な、輝いた,100.000%,5,5,0,vimala-,,
2399,vimāṇa-,vimā́ṇa-,ヴィマーナ,100.000%,20,20,0,vimāna-,,
2400,vimīsa-,vimī́sa- / vimīsá-,混ぜられた,50.000%,1,2,,,,
2401,vimukka-,vimúkka-,解脱した,100.000%,8,8,0,vimukta-,,
2402,vimbhala-,vimbhála-,動揺した,100.000%,2,2,0,vihvala-,,
2403,vimva-,vimvá-,月輪、日輪,100.000%,2,2,0,bimba-,,
2404,viratta-,virátta-,無関心な,100.000%,3,3,0,virakta-,,
2405,virala-,virála-,少ない,100.000%,2,2,0,virala-,,
2406,virāhia-,virā́hia-,欠けている,72.727%,8,11,3,,,
2407,virujjha-,virujjhá-,抑制した,66.667%,2,3,0,,,
2408,viruddha-,virúddha-,敵,88.235%,15,17,2,viruddha-,,
2409,viroha-,viróha-,不和,100.000%,5,5,0,virodha-,,
2410,vilaā-,vílaā-,貴婦人,100.000%,3,3,0,,,
2411,vilāsa-,vilā́sa-,楽しみ、気晴らし,100.000%,4,4,0,vilāsa-,,
2412,vilāsiṇī-,vilā́siṇī- / vilāsíṇī-,美女,40.000%,2,5,,vilāsinī-,,
2413,vilitta-,vilítta- / vilittá-,塗られた,50.000%,1,2,,vilipta-,,
2414,vilevaṇa-,vileváṇa-,香りを嗅ぐこと,100.000%,5,5,0,vilepana-,,
2415,vivajjia-,vivájjia-,捨てられた,84.615%,11,13,2,vivarjita-,,
2416,vivara-,vivára-,穴,100.000%,2,2,0,vivará-,,
2417,vivarera-,vivaréra-,逆行した,100.000%,7,7,0,viparīta-,,
2418,vivāha-,vivā́ha-,結婚,100.000%,3,3,0,vivāhá-,,
2419,visajjaṇa-,visajjáṇa-,派遣,75.000%,3,4,0,visarjana-,,
2420,visajjia-,visájjia-,捨てられた,85.714%,12,14,2,visarjita-,,
2421,visaṭṭa-,visáṭṭa-,放出された、出発した,85.714%,6,7,1,vistṛta-,,
2422,visaṭṭa-,visáṭṭa-,壊された,66.667%,4,6,2,,,
2423,visaṭṭa-,visaṭṭá-,逆だった,100.000%,2,2,0,,,
2424,visaṇṇa-,visaṇṇá-,心痛に暮れた,50.000%,3,6,0,viṣaṇṇa-,,
2425,visalla-,vísalla- / visálla-,ヴィシャルヤー（ラクシュマナの妻）,50.000%,1,2,,víśalyā-,,
2426,visahara-,visahára-,毒蛇,60.000%,3,5,0,viṣadhara-,,
2427,visaharinda-,visahárinda- / visaharindá-,蛇の王,50.000%,1,2,,,,
2428,visāa-,visā́a-,心痛,100.000%,3,3,0,viṣāda-,,
2429,visāṇa-,visā́ṇa-,角,100.000%,6,6,0,viṣāṇa-,,
2430,visālatea-,visālatéa-,ヴィシャーラテージャス,100.000%,2,2,0,,,
2431,visāla-,visā́la-,大きな,97.222%,35,36,0,viśālá-,,
2432,visālia-,visā́lia-,放棄された,100.000%,2,2,0,,,
2433,visiṭṭha-,visíṭṭha-,卓越した,100.000%,2,2,0,viśiṣṭa-,,
2434,visuddha-,visuddhá-,完全に清い,66.667%,2,3,0,viśuddha-,,
2435,visūra-,visū́ra-,苦しめる,100.000%,2,2,0,,,
2436,visesa-,visésa-,異なった,60.000%,3,5,0,viśeṣa-,,
2437,vihaṅgama-,viháṅgama-,鳥,75.000%,6,8,2,vihaṃgama-,,
2438,vihaṅga-,vihaṅgá-,鳥,60.000%,3,5,0,vihaṃga-,,
2439,vihaḍanta-,vihaḍánta-,異なっている,100.000%,2,2,0,vighaṭant-,,
2440,vihaḍapphaḍa-,vihaḍappháḍa-,取り乱した,100.000%,4,4,0,,,
2441,vihattia-,viháttia-,変化した,66.667%,2,3,1,,,
2442,vihatti-,vihátti-,分けること、接尾辞,80.000%,4,5,1,víbhakti-,,
2443,vihattha-,viháttha-,手を占められた,100.000%,12,12,0,vihasta-,,
2444,viharanta-,viharantá-,住みつつある,85.714%,6,7,0,viharant-,,
2445,vihalaṅghala-,vihalaṅghála-,疲弊した身体を持つ,75.000%,3,4,1,vihalāṅghala-,,
2446,vihaseppiṇu,vihaséppiṇu,笑ってから,100.000%,2,2,0,,,
2447,viha-,víha-,部分、種類,100.000%,2,2,0,vidhā́-,,
2448,vihāṇa-,vihā́ṇa-,規則,80.000%,4,5,0,vidhā́na-,,
2449,vihia-,víhia- / vihía-,用意された,50.000%,1,2,,víhita-,,
2450,vihi-,víhi-,運命、決まり,100.000%,5,5,0,vidhi-,,
2451,vihīṇa-,vihī́ṇa-,取り残された,100.000%,2,2,0,vihīna-,,
2452,vihīsaṇa-,vihīsáṇa-,ヴィビーシャナ,65.957%,31,47,1,vibhī́ṣaṇa-,,
2453,vihūṇa-,vihū́ṇa- / vihūṇá-,取り残された,50.000%,2,4,,,,
2454,vihūsia-,vihūsía-,着飾られた,83.333%,15,18,0,vibhūṣita-,,
2455,vihea-,vihéa-,用いられるべき,100.000%,2,2,0,vidheya-,,
2456,vihoa-,vihóa-,権力,100.000%,4,4,0,vibhava-,,
2457,vīarāa-,vīarā́a-,情熱のない,100.000%,2,2,0,vītarāga-,,
2458,vīa-,vī́a-,第二の,90.909%,10,11,1,dvitī́ya-,,
2459,vīḍha-,vī́ḍha-,背中,100.000%,5,5,0,pīṭha-,,
2460,vīra-,vī́ra-,勇士,100.000%,19,19,0,vīrá-,,
2461,vīra-,vī́ra-,勇気ある,100.000%,5,5,0,vīryà-,,
2462,vīsattha-,vīsáttha-,安心した、恐れない,100.000%,7,7,0,,,
2463,vīsara-,vīsára-,忘れる,66.667%,2,3,1,vismara-,,
2464,vīsaria-,vīsária-,忘れた,71.429%,5,7,0,vismṛta-,,
2465,vucca-,vúcca-,話す,83.333%,5,6,1,,,
2466,vujjha-,vújjha-,知る,100.000%,5,5,0,,,
2467,vujjhia-,vújjhia-,知られた,100.000%,5,5,0,,,
2468,vuṇṇa-,vúṇṇa-,泣いた,100.000%,2,2,0,,,
2469,vutta-,vútta-,言われた,91.304%,21,23,2,uktá-,,
2470,vuddhivanta-,vuddhivánta-,繁栄を得ている,100.000%,3,3,0,,,
2471,vuddhi-,vuddhí-,増大、知恵,71.429%,5,7,0,vṛ́ddhi-,,
2472,vūḍha-,vū́ḍha-,流れた,100.000%,2,2,0,vyū̀ḍha-,,
2473,vūha-,vū́ha-,軍隊,100.000%,2,2,0,vyūhá-,,
2474,veaḍia-,veáḍia-,埋め込まれた,100.000%,3,3,0,,,
2475,veaṇa-,véaṇa-,痛み,75.000%,6,8,2,vedanā-,,
2476,vea-,véa-,速度,100.000%,8,8,0,véga-,,
2477,vea-,véa-,ヴェーダ,100.000%,2,2,0,veda-,,
2478,veāria-,veā́ria-,騙された,100.000%,2,2,0,,,
2479,veāla-,veā́la-,屍鬼,100.000%,2,2,0,vetāla-,,
2480,velandhara-,velándhara- / velandhára- / velandhará-,ヴェーランダラ（街の名前）,33.333%,1,3,,,,
2481,vela-,véla-,時期、時間,66.667%,2,3,1,velā-,,
2482,vevanta-,vevánta- / vevantá-,怒りつつある,50.000%,1,2,,vepant-,,
2483,vesa-,vésa-,みなり,87.500%,7,8,1,véṣa-,,
2484,vesā-,vésā-,遊女,75.000%,3,4,1,veśyā-,,
2485,vehāviddhaa-,vehāvíddhaa-,怒り,62.500%,5,8,3,,,
2486,volīṇa-,volī́ṇa- / volīṇá-,行き過ぎた,50.000%,1,2,,,,
2487,volla-,vollá-,知らせ,100.000%,2,2,0,,,
2488,volla-,vollá-,話す,100.000%,2,2,0,,,
2489,vollia-,vóllia- / vollía-,離れた,50.000%,1,2,,,,
2490,vohia-,vóhia-,目覚めさせられた,100.000%,3,3,0,bodhita-,,
2491,saaḍa-,saáḍa-,車,100.000%,2,2,0,śakaṭa-,,
2492,saaṇa-,sáaṇa-,家族,72.727%,8,11,3,svajana-,,
